,地區,姓名,號次,性別,出生年次,參選年齡,推薦政黨,得票數,得票率,當選註記,是否現任,,
第五屆(2001),臺北市第1選舉區,羅文嘉,14,男,1966,35,民主進步黨,56911,9.19%,*,否,,
第五屆(2001),臺北縣第3選區,周雅淑,7,女,1966,35,民主進步黨,48274,8.22%,*,是,,
第五屆(2001),彰化縣選舉區,卓伯源,5,男,1965,36,中國國民黨,39680,6.46%,*,否,,
第五屆(2001),全國（山原）,高金素梅,1,女,1965,36,無,8909,10.42%,*,否,,
第五屆(2001),高雄市第2選區,詹銘洲,9,男,1965,36,無,298,0.10%,,否,,
第五屆(2001),桃園縣選舉區,黃雅琴,26,女,1965,36,無,2674,0.34%,,否,,
第五屆(2001),臺中縣選舉區,何郁青,20,女,1965,36,親民黨,19068,2.88%,,否,,
第五屆(2001),臺南縣選舉區,楊順權,3,男,1965,36,新黨,1015,0.19%,,否,,
第五屆(2001),臺中市選舉區,廖啟陽,15,男,1965,36,無,376,0.09%,,否,,
第五屆(2001),臺北市第1選舉區,李永萍,1,女,1964,37,親民黨,55029,8.89%,*,否,,
第五屆(2001),臺北市第1選舉區,王雪峰,24,女,1964,37,民主進步黨,35271,5.70%,*,是,,
第五屆(2001),高雄市第1選區,陳其邁,8,男,1964,37,民主進步黨,56550,14.49%,*,是,,
第五屆(2001),臺中縣選舉區,楊瓊瓔,4,女,1964,37,中國國民黨,41223,6.23%,*,是,,
第五屆(2001),桃園縣選舉區,林哲藝,15,男,1964,37,台灣團結聯盟,30561,3.88%,,否,,
第五屆(2001),雲林縣選舉區,蔡桓生,7,男,1964,37,無,1232,0.36%,,否,,
第五屆(2001),臺南縣選舉區,盧憶萱,17,女,1964,37,無,1407,0.26%,,否,,
第五屆(2001),臺北市第2選舉區,段宜康,15,男,1963,38,民主進步黨,42617,7.08%,*,否,,
第五屆(2001),彰化縣選舉區,魏明谷,2,男,1963,38,民主進步黨,55559,9.04%,*,否,,
第五屆(2001),雲林縣選舉區,許舒博,9,男,1963,38,中國國民黨,31886,9.42%,*,是,,
第五屆(2001),臺北縣第1選區,江惠貞,16,女,1963,38,中國國民黨,24125,4.84%,,否,,
第五屆(2001),臺北縣第2選區,李先仁,10,男,1963,38,中國國民黨,22262,3.70%,,是,,
第五屆(2001),臺北縣第3選區,楊士興,21,男,1963,38,無,330,0.06%,,否,,
第五屆(2001),苗栗縣選舉區,林久翔,9,男,1963,38,中國國民黨,24497,9.45%,,否,,
第五屆(2001),臺中市選舉區,陳大鈞,18,男,1963,38,民主進步黨,32038,7.41%,,否,,
第五屆(2001),全國（平原）,陳義信,9,男,1963,38,民主進步黨,5481,8.02%,,否,,
第五屆(2001),高雄縣選舉區,余政道,5,男,1963,38,民主進步黨,36812,6.36%,*,是,,
第五屆(2001),臺北市第2選舉區,王筱嬋,13,女,1962,39,無,390,0.06%,,否,,
第五屆(2001),臺北市第2選舉區,陳文彥,35,男,1962,39,無,449,0.07%,,否,,
第五屆(2001),臺北縣第3選區,傅台安,9,男,1962,39,無,157,0.03%,,否,,
第五屆(2001),宜蘭縣選舉區,陳歐珀,7,男,1962,39,民主進步黨,22516,11.03%,,否,,
第五屆(2001),臺中縣選舉區,王麗萍,15,女,1962,39,民主進步黨,29910,4.52%,,是,,
第五屆(2001),雲林縣選舉區,何振盛,11,男,1962,39,新黨,1183,0.35%,,否,,
第五屆(2001),高雄縣選舉區,韓黎明,7,女,1962,39,新黨,1997,0.35%,,否,,
第五屆(2001),高雄縣選舉區,蔡明欽,11,男,1962,39,無,921,0.16%,,否,,
第五屆(2001),臺東縣選舉區,田永彥,2,男,1962,39,民主進步黨,21866,30.73%,,否,,
第五屆(2001),臺東縣選舉區,晉志宏,5,男,1962,39,新黨,430,0.60%,,否,,
第五屆(2001),臺北縣第3選區,賴勁麟,17,男,1962,39,民主進步黨,42398,7.22%,*,是,,
第五屆(2001),臺中縣選舉區,楊文欣,1,男,1962,39,中國國民黨,32841,4.96%,*,是,,
第五屆(2001),臺南縣選舉區,郭添財,6,男,1962,39,中國國民黨,45035,8.45%,*,否,,
第五屆(2001),花蓮縣選舉區,傅崐萁,1,男,1962,39,親民黨,31779,26.94%,*,否,,
第五屆(2001),臺北市第1選舉區,陳建銘,2,男,1961,40,台灣團結聯盟,40412,6.53%,*,否,,
第五屆(2001),臺北市第2選舉區,郭正亮,36,男,1961,40,民主進步黨,46297,7.69%,*,否,,
第五屆(2001),臺北市第1選舉區,楊炳文,29,男,1961,40,無,205,0.03%,,否,,
第五屆(2001),臺北縣第3選區,呂學圖,10,男,1961,40,中國國民黨,33024,5.62%,,否,,
第五屆(2001),新竹縣選舉區,潘懷宗,6,男,1961,40,新黨,2734,1.34%,,否,,
第五屆(2001),澎湖縣選舉區,張應中,4,男,1961,40,新黨,330,0.82%,,否,,
第五屆(2001),新竹市選舉區,鄭勵堅,3,男,1961,40,親民黨,10113,6.25%,,否,,
第五屆(2001),臺中市選舉區,賴注醒,11,男,1961,40,無,571,0.13%,,否,,
第五屆(2001),宜蘭縣選舉區,陳金德,9,男,1961,40,民主進步黨,39951,19.58%,*,否,,
第五屆(2001),臺中市選舉區,盧秀燕,17,女,1961,40,中國國民黨,42463,9.82%,*,是,,
第五屆(2001),臺北市第1選舉區,鄭雅文,3,女,1960,41,無,404,0.07%,,否,,
第五屆(2001),高雄市第1選區,林錦煌,4,女,1960,41,無,4168,1.07%,,否,,
第五屆(2001),新竹縣選舉區,田昭容,3,女,1960,41,無,20376,9.98%,,否,,
第五屆(2001),雲林縣選舉區,李建昇,12,男,1960,41,台灣團結聯盟,20851,6.16%,,否,,
第五屆(2001),新竹市選舉區,蕭志潔,1,女,1960,41,中國國民黨,10478,6.48%,,否,,
第五屆(2001),臺中市選舉區,林厚寰,14,男,1960,41,無,124,0.03%,,否,,
第五屆(2001),新竹縣選舉區,張學舜,2,男,1960,41,民主進步黨,52175,25.56%,*,是,,
第五屆(2001),臺中縣選舉區,顏清標,5,男,1960,41,無,34003,5.14%,*,否,,
第五屆(2001),臺中縣選舉區,紀國棟,13,男,1960,41,中國國民黨,30821,4.66%,*,否,,
第五屆(2001),彰化縣選舉區,游月霞,3,女,1960,41,中國國民黨,59590,9.70%,*,是,,
第五屆(2001),南投縣選舉區,蔡煌瑯,3,男,1960,41,民主進步黨,57700,23.34%,*,是,,
第五屆(2001),臺南縣選舉區,葉宜津,2,女,1960,41,民主進步黨,53896,10.11%,*,是,,
第五屆(2001),臺南縣選舉區,李全教,11,男,1960,41,中國國民黨,38351,7.20%,*,是,,
第五屆(2001),屏東縣選舉區,廖婉汝,7,女,1960,41,中國國民黨,35742,8.72%,*,是,,
第五屆(2001),臺南市選舉區,唐碧娥,2,女,1960,41,民主進步黨,36877,11.23%,*,是,,
第五屆(2001),臺北市第1選舉區,卓榮泰,18,男,1959,42,民主進步黨,42660,6.89%,*,是,,
第五屆(2001),臺北市第2選舉區,李慶安,20,女,1959,42,親民黨,38154,6.34%,*,是,,
第五屆(2001),臺北縣第2選區,李鴻鈞,12,男,1959,42,親民黨,60624,10.09%,*,否,,
第五屆(2001),桃園縣選舉區,陳宗義,6,男,1959,42,民主進步黨,39110,4.97%,*,否,,
第五屆(2001),臺南縣選舉區,李俊毅,14,男,1959,42,民主進步黨,52279,9.81%,*,是,,
第五屆(2001),高雄縣選舉區,林志隆,6,男,1959,42,台灣團結聯盟,52604,9.09%,*,否,,
第五屆(2001),臺東縣選舉區,黃健庭,1,男,1959,42,中國國民黨,30255,42.52%,*,否,,
第五屆(2001),臺北市第2選舉區,周柏雅,7,男,1959,42,民主進步黨,34251,5.69%,,否,,
第五屆(2001),臺北市第2選舉區,梁熾誠,23,男,1959,42,無,180,0.03%,,否,,
第五屆(2001),高雄市第1選區,楊色玉,9,女,1959,42,親民黨,26887,6.89%,,否,,
第五屆(2001),臺北縣第3選區,吳軾子,18,男,1959,42,無,1411,0.24%,,否,,
第五屆(2001),桃園縣選舉區,李文明,13,男,1959,42,無,505,0.06%,,否,,
第五屆(2001),臺中縣選舉區,林耀興,6,男,1959,42,中國國民黨,29832,4.51%,,是,,
第五屆(2001),高雄縣選舉區,黃國銘,4,男,1959,42,無,2542,0.44%,,否,,
第五屆(2001),屏東縣選舉區,藍群傑,2,男,1959,42,台灣團結聯盟,30457,7.43%,,否,,
第五屆(2001),基隆市選舉區,鄭龍水,1,男,1959,42,新黨,10743,6.24%,,是,,
第五屆(2001),新竹市選舉區,曾如美,7,女,1959,42,台灣團結聯盟,21531,13.31%,,否,,
第五屆(2001),臺中市選舉區,黃顯洲,16,男,1959,42,中國國民黨,34164,7.90%,,是,,
第五屆(2001),嘉義市選舉區,廖文章,4,男,1959,42,親民黨,14097,11.75%,,否,,
第五屆(2001),臺南市選舉區,查名邦,7,男,1959,42,親民黨,23527,7.17%,,否,,
第五屆(2001),嘉義市選舉區,黃敏惠,5,女,1959,42,中國國民黨,36730,30.62%,*,是,,
第五屆(2001),臺南市選舉區,賴清德,11,男,1959,42,民主進步黨,45899,13.98%,*,是,,
第五屆(2001),臺北市第1選舉區,魏憶龍,5,男,1958,43,無,2712,0.44%,,否,,
第五屆(2001),臺北市第2選舉區,秦儷舫,17,女,1958,43,新黨,5499,0.91%,,否,,
第五屆(2001),高雄市第2選區,鄒約翰,13,男,1958,43,無,113,0.04%,,否,,
第五屆(2001),臺北縣第2選區,林志嘉,16,男,1958,43,無,31470,5.24%,,是,,
第五屆(2001),臺北縣第3選區,雷倩,1,女,1958,43,新黨,32665,5.56%,,否,,
第五屆(2001),苗栗縣選舉區,禹耀東,6,男,1958,43,新黨,5827,2.25%,,否,,
第五屆(2001),臺中縣選舉區,李慶元,18,男,1958,43,新黨,10446,1.58%,,否,,
第五屆(2001),彰化縣選舉區,陳諸讚,1,男,1958,43,親民黨,27150,4.42%,,否,,
第五屆(2001),雲林縣選舉區,侯惠仙,8,女,1958,43,中國國民黨,27353,8.08%,,是,,
第五屆(2001),臺南縣選舉區,林清吉,4,男,1958,43,台灣團結聯盟,4837,0.91%,,否,,
第五屆(2001),屏東縣選舉區,劉義鈞,4,男,1958,43,親民黨,29849,7.28%,,否,,
第五屆(2001),全國（山原）,全文盛,6,男,1958,43,中國國民黨,6318,7.39%,,否,,
第五屆(2001),臺北市第2選舉區,陳文茜,14,女,1958,43,無,40108,6.66%,*,否,,
第五屆(2001),高雄市第1選區,蘇盈貴,2,男,1958,43,台灣團結聯盟,44415,11.38%,*,否,,
第五屆(2001),臺北縣第1選區,周錫瑋,12,男,1958,43,親民黨,66337,13.31%,*,是,,
第五屆(2001),臺北縣第1選區,李文忠,20,男,1958,43,民主進步黨,41657,8.36%,*,是,,
第五屆(2001),彰化縣選舉區,謝章捷,14,男,1958,43,親民黨,42977,6.99%,*,是,,
第五屆(2001),屏東縣選舉區,蔡豪,11,男,1958,43,無,40929,9.99%,*,是,,
第五屆(2001),臺中市選舉區,何敏豪,2,男,1958,43,台灣團結聯盟,42114,9.74%,*,否,,
第五屆(2001),臺北市第2選舉區,陳學聖,24,男,1957,44,中國國民黨,34915,5.80%,*,是,,
第五屆(2001),高雄市第2選區,羅志明,5,男,1957,44,台灣團結聯盟,37612,12.38%,*,否,,
第五屆(2001),臺北縣第1選區,李嘉進,15,男,1957,44,中國國民黨,39426,7.91%,*,是,,
第五屆(2001),臺北縣第3選區,趙永清,8,男,1957,44,無,36774,6.26%,*,是,,
第五屆(2001),臺北市第1選舉區,陳雪芬,15,女,1957,44,中國國民黨,17095,2.76%,,否,,
第五屆(2001),臺北市第2選舉區,潘維剛,26,女,1957,44,中國國民黨,26373,4.38%,,是,,
第五屆(2001),苗栗縣選舉區,黃達業,3,男,1957,44,台灣團結聯盟,17859,6.89%,,否,,
第五屆(2001),高雄縣選舉區,葉發欉,9,男,1957,44,無,23587,4.08%,,否,,
第五屆(2001),宜蘭縣選舉區,鄭美蘭,6,女,1957,44,親民黨,27359,13.41%,*,否,,
第五屆(2001),桃園縣選舉區,楊麗環,20,女,1957,44,中國國民黨,32870,4.18%,*,否,,
第五屆(2001),臺中縣選舉區,徐中雄,3,男,1957,44,中國國民黨,40987,6.19%,*,是,,
第五屆(2001),彰化縣選舉區,陳杰,8,男,1957,44,中國國民黨,37452,6.10%,*,否,,
第五屆(2001),高雄縣選舉區,徐志明,15,男,1957,44,民主進步黨,37260,6.44%,*,是,,
第五屆(2001),屏東縣選舉區,林育生,5,男,1957,44,民主進步黨,44698,10.91%,*,否,,
第五屆(2001),臺中市選舉區,沈智慧,8,女,1957,44,親民黨,52698,12.18%,*,是,,
第五屆(2001),金門縣選舉區,吳成典,4,男,1957,44,新黨,10292,41.13%,*,否,,
第五屆(2001),臺北市第1選舉區,許淵國,23,男,1956,45,親民黨,37251,6.02%,*,否,,
第五屆(2001),高雄市第1選區,朱星羽,13,男,1956,45,民主進步黨,29198,7.48%,*,是,,
第五屆(2001),高雄市第2選區,邱毅,7,男,1956,45,親民黨,39038,12.85%,*,否,,
第五屆(2001),臺北縣第1選區,廖本煙,17,男,1956,45,台灣團結聯盟,35606,7.15%,*,否,,
第五屆(2001),臺北縣第2選區,蔡家福,3,男,1956,45,中國國民黨,37656,6.27%,*,是,,
第五屆(2001),臺北縣第2選區,陳景峻,6,男,1956,45,民主進步黨,41999,6.99%,*,是,,
第五屆(2001),臺北市第1選舉區,柯賜海,4,男,1956,45,無,1504,0.24%,,否,,
第五屆(2001),臺北市第1選舉區,林瑞圖,11,男,1956,45,無,23720,3.83%,,是,,
第五屆(2001),臺北市第1選舉區,藍世聰,13,男,1956,45,民主進步黨,31935,5.16%,,否,,
第五屆(2001),高雄市第1選區,趙念渭,6,男,1956,45,無,971,0.25%,,否,,
第五屆(2001),高雄市第1選區,黃萬閎,16,男,1956,45,無,5029,1.29%,,否,,
第五屆(2001),高雄市第1選區,梅再興,17,男,1956,45,親民黨,17949,4.60%,,否,,
第五屆(2001),臺北縣第1選區,蕭貫譽,5,男,1956,45,台灣團結聯盟,14421,2.89%,,否,,
第五屆(2001),臺北縣第3選區,周荃,2,女,1956,45,無,7117,1.21%,,否,,
第五屆(2001),宜蘭縣選舉區,林建榮,10,男,1956,45,中國國民黨,24774,12.14%,,是,,
第五屆(2001),苗栗縣選舉區,王培珠,5,女,1956,45,無,5376,2.07%,,否,,
第五屆(2001),臺中縣選舉區,吳鶴鵬,19,男,1956,45,親民黨,24048,3.63%,,否,,
第五屆(2001),彰化縣選舉區,陳朝容,10,男,1956,45,親民黨,32116,5.23%,,是,,
第五屆(2001),花蓮縣選舉區,徐正邦,5,男,1956,45,新黨,1851,1.57%,,否,,
第五屆(2001),臺南市選舉區,楊澤泉,10,男,1956,45,無,1666,0.51%,,否,,
第五屆(2001),臺北縣第2選區,陳宏昌,15,男,1956,45,中國國民黨,36611,6.09%,*,是,,
第五屆(2001),桃園縣選舉區,陳根德,25,男,1956,45,中國國民黨,41449,5.27%,*,是,,
第五屆(2001),臺中縣選舉區,邱太三,11,男,1956,45,民主進步黨,42048,6.35%,*,是,,
第五屆(2001),彰化縣選舉區,邱創進,9,男,1956,45,民主進步黨,46835,7.62%,*,否,,
第五屆(2001),南投縣選舉區,湯火聖,6,男,1956,45,民主進步黨,32233,13.04%,*,否,,
第五屆(2001),臺南縣選舉區,鄭國忠,16,男,1956,45,民主進步黨,41300,7.75%,*,否,,
第五屆(2001),高雄縣選舉區,鍾紹和,18,男,1956,45,親民黨,47252,8.16%,*,是,,
第五屆(2001),臺北市第1選舉區,陳達成,31,男,1955,46,建國黨,434,0.07%,,否,,
第五屆(2001),臺北縣第1選區,陳誠鈞,7,男,1955,46,無,195,0.04%,,否,,
第五屆(2001),臺北縣第2選區,郭素春,5,女,1955,46,中國國民黨,32155,5.35%,,否,,
第五屆(2001),臺北縣第2選區,仉桂美,7,女,1955,46,新黨,7584,1.26%,,否,,
第五屆(2001),臺北縣第3選區,吳梅壽,23,男,1955,46,親民黨,10291,1.75%,,否,,
第五屆(2001),桃園縣選舉區,黃金德,3,男,1955,46,台灣團結聯盟,23326,2.97%,,否,,
第五屆(2001),桃園縣選舉區,王啟盛,4,男,1955,46,無,384,0.05%,,否,,
第五屆(2001),南投縣選舉區,簡志龍,9,男,1955,46,無,1905,0.77%,,否,,
第五屆(2001),臺東縣選舉區,許瑞貴,3,男,1955,46,親民黨,16660,23.41%,,否,,
第五屆(2001),臺南市選舉區,周乃昉,6,男,1955,46,新黨,1540,0.47%,,否,,
第五屆(2001),金門縣選舉區,陳滄江,1,男,1955,46,民主進步黨,1413,5.65%,,否,,
第五屆(2001),金門縣選舉區,陳清寶,2,男,1955,46,中國國民黨,3923,15.68%,,是,,
第五屆(2001),全國（山原）,余夢蝶,4,男,1955,46,親民黨,5132,6.00%,,否,,
第五屆(2001),臺北市第1選舉區,秦慧珠,32,女,1955,46,親民黨,36965,5.97%,*,是,,
第五屆(2001),高雄市第2選區,郭玟成,18,男,1955,46,民主進步黨,41503,13.66%,*,否,,
第五屆(2001),臺北縣第1選區,王淑慧,14,女,1955,46,民主進步黨,48371,9.71%,*,否,,
第五屆(2001),臺北縣第2選區,周慧瑛,11,女,1955,46,民主進步黨,42754,7.11%,*,是,,
第五屆(2001),桃園縣選舉區,邱創良,2,男,1955,46,親民黨,38258,4.86%,*,是,,
第五屆(2001),苗栗縣選舉區,徐耀昌,11,男,1955,46,親民黨,44432,17.15%,*,否,,
第五屆(2001),臺中縣選舉區,簡肇棟,14,男,1955,46,民主進步黨,38791,5.86%,*,否,,
第五屆(2001),臺中縣選舉區,郭俊銘,21,男,1955,46,民主進步黨,78620,11.88%,*,否,,
第五屆(2001),全國（平原）,廖國棟,8,男,1955,46,中國國民黨,9645,14.12%,*,否,,
第五屆(2001),臺北市第1選舉區,丁守中,17,男,1954,47,中國國民黨,35175,5.68%,,是,,
第五屆(2001),臺北市第1選舉區,費鴻泰,20,男,1954,47,新黨,9905,1.60%,,否,,
第五屆(2001),臺北市第2選舉區,傅雲欽,31,男,1954,47,無,1679,0.28%,,否,,
第五屆(2001),臺北市第2選舉區,白瑄,33,男,1954,47,無,210,0.03%,,否,,
第五屆(2001),高雄市第2選區,林崑海,6,男,1954,47,無,25705,8.46%,,否,,
第五屆(2001),高雄市第2選區,朱高正,16,男,1954,47,無,2510,0.83%,,否,,
第五屆(2001),臺北縣第1選區,劉朝金,1,男,1954,47,無,17905,3.59%,,否,,
第五屆(2001),臺北縣第1選區,黃忠信,21,男,1954,47,無,15911,3.19%,,否,,
第五屆(2001),臺北縣第1選區,王美月,23,女,1954,47,無,4477,0.90%,,否,,
第五屆(2001),臺北縣第3選區,陳鵬宇,4,男,1954,47,無,436,0.07%,,否,,
第五屆(2001),臺北縣第3選區,楊悟空,6,男,1954,47,台灣團結聯盟,1600,0.27%,,否,,
第五屆(2001),臺北縣第3選區,張正修,19,男,1954,47,台灣團結聯盟,18648,3.18%,,否,,
第五屆(2001),臺北縣第3選區,杜震華,22,男,1954,47,新黨,6362,1.08%,,否,,
第五屆(2001),臺北縣第3選區,廖學廣,25,男,1954,47,無,12022,2.05%,,是,,
第五屆(2001),桃園縣選舉區,吳克清,12,男,1954,47,中國國民黨,29281,3.72%,,是,,
第五屆(2001),桃園縣選舉區,吳振寰,14,男,1954,47,親民黨,6778,0.86%,,否,,
第五屆(2001),雲林縣選舉區,林明義,10,男,1954,47,中國國民黨,29530,8.73%,,是,,
第五屆(2001),基隆市選舉區,何聖隆,3,男,1954,47,無,9818,5.71%,,否,,
第五屆(2001),新竹市選舉區,陳憲聰,10,男,1954,47,中國國民黨,6592,4.07%,,否,,
第五屆(2001),臺中市選舉區,黃坤錫,1,男,1954,47,無,1818,0.42%,,否,,
第五屆(2001),嘉義市選舉區,蕭登獅,6,男,1954,47,無,13702,11.42%,,否,,
第五屆(2001),連江縣選舉區,曹爾忠,2,男,1954,47,中國國民黨,1986,43.63%,,是,,
第五屆(2001),臺北縣第1選區,周伯倫,22,男,1954,47,民主進步黨,26709,5.36%,*,是,,
第五屆(2001),桃園縣選舉區,郭榮宗,23,男,1954,47,民主進步黨,43482,5.53%,*,否,,
第五屆(2001),苗栗縣選舉區,杜文卿,4,男,1954,47,民主進步黨,35307,13.63%,*,否,,
第五屆(2001),雲林縣選舉區,高孟定,2,男,1954,47,無,33961,10.04%,*,否,,
第五屆(2001),嘉義縣選舉區,張花冠,6,女,1954,47,無,36101,13.79%,*,否,,
第五屆(2001),嘉義縣選舉區,蔡啟芳,8,男,1954,47,民主進步黨,43824,16.75%,*,否,,
第五屆(2001),高雄縣選舉區,趙良燕,3,女,1954,47,親民黨,36449,6.30%,*,是,,
第五屆(2001),基隆市選舉區,劉文雄,6,男,1954,47,親民黨,52778,30.67%,*,是,,
第五屆(2001),臺北市第2選舉區,張玲,2,女,1953,48,無,643,0.11%,,否,,
第五屆(2001),高雄市第1選區,林壽山,11,男,1953,48,親民黨,25906,6.64%,,否,,
第五屆(2001),臺北縣第1選區,簡意鴻,13,女,1953,48,臺灣慧行志工黨,3224,0.65%,,否,,
第五屆(2001),桃園縣選舉區,劉東隆,10,男,1953,48,中國國民黨,21149,2.69%,,否,,
第五屆(2001),桃園縣選舉區,李新,22,男,1953,48,新黨,15408,1.96%,,否,,
第五屆(2001),臺南縣選舉區,宋煦光,18,女,1953,48,中國國民黨,27091,5.08%,,是,,
第五屆(2001),澎湖縣選舉區,呂文義,1,男,1953,48,親民黨,5519,13.79%,,否,,
第五屆(2001),新竹市選舉區,王榮德,5,男,1953,48,無,319,0.20%,,否,,
第五屆(2001),臺中市選舉區,張志銘,5,男,1953,48,無,2547,0.59%,,否,,
第五屆(2001),臺北市第1選舉區,蔡正元,10,男,1953,48,中國國民黨,40075,6.47%,*,否,,
第五屆(2001),臺北市第2選舉區,龐建國,6,男,1953,48,親民黨,35767,5.94%,*,否,,
第五屆(2001),高雄市第1選區,林進興,1,男,1953,48,民主進步黨,58019,14.87%,*,否,,
第五屆(2001),臺北縣第3選區,陳朝龍,15,男,1953,48,民主進步黨,54213,9.23%,*,否,,
第五屆(2001),臺北縣第3選區,林德福,24,男,1953,48,親民黨,44773,7.62%,*,否,,
第五屆(2001),桃園縣選舉區,李鎮楠,5,男,1953,48,民主進步黨,35613,4.53%,*,否,,
第五屆(2001),雲林縣選舉區,蘇治芬,4,女,1953,48,民主進步黨,58960,17.42%,*,否,,
第五屆(2001),臺中市選舉區,黃義交,20,男,1953,48,親民黨,61948,14.32%,*,是,,
第五屆(2001),全國（平原）,章仁香,1,女,1953,48,中國國民黨,11311,16.55%,*,否,,
